date,open,high,low,close,volume
2023-12-25,95.05577772709785,101.00206136258058,94.23948406727122,98.43395806086826,2811795
2023-12-26,95.05647369459146,100.66510132928373,94.0644052997809,98.73729947301483,2895386
2023-12-27,99.49851479987821,102.74498847193422,95.56926891951113,99.62608301419954,4790673
2023-12-28,98.05021697119194,102.21810490169405,95.35907553446762,98.5855527335094,3584385
2023-12-29,99.72730867291276,100.34985148589226,98.60823023605803,99.74502315826922,2496075
2024-01-01,97.36052868978994,102.4634520584163,97.61516788835648,100.28273993942953,2211939
2024-01-02,97.40161912681303,105.49949257338163,98.64499463581339,100.81346594585136,3097790
2024-01-03,101.51526877719503,105.89440476149346,98.30606339424173,102.97227600513892,4434152
2024-01-04,101.26953077801947,102.9104180946182,94.7916100129425,101.93260364736209,2964312
2024-01-05,102.20994486408638,104.36122119032412,101.86544631712592,102.91190573790534,2376048
2024-01-08,99.51235775490427,102.13915670120626,99.88334603056336,100.6503307108049,2338239
2024-01-09,98.18838744920221,102.52173868151561,101.09466003514693,102.41540598012878,1916246
2024-01-10,104.33609170232414,107.88086690119684,103.72721490204579,104.42454994914317,4371303
2024-01-11,101.964423871513,106.14195111572762,102.4972284504578,103.96513109576416,1170769
2024-01-12,97.433574655801,103.75311011340254,98.17477947367286,101.14661723011473,3745088
2024-01-15,97.23596083471013,101.31277216896834,93.6555118968997,99.31046875919796,1169783
2024-01-16,93.95998890579854,97.03487788311803,91.35949018504728,96.08295112422128,1107001
2024-01-17,94.48960690605547,97.92616835779971,97.12330541377624,97.30467097834996,3125941
2024-01-18,100.63525137083401,104.07077561901067,96.7261449395073,101.27290862236396,1061307
2024-01-19,100.63339003622634,104.14377715635781,98.06656638861902,100.76851479871499,2501342
2024-01-22,99.147472482685,101.37736776421946,98.04157834908737,99.33477545383539,4189812
2024-01-23,98.68344659334187,101.41472387478379,99.25905463846941,99.721626525072,3312012
2024-01-24,97.7909787379067,101.37002130258034,94.91592820694606,98.2322024658718,2066094
2024-01-25,96.15118651090812,98.26097339070604,95.4821786032706,96.88918634836457,3984394
2024-01-26,95.6415001123427,96.93618045628476,94.80511802622273,96.48844480531885,2471983
2024-01-29,97.17038346444674,98.02819191066094,92.46618941814313,97.33303440446369,4762646
2024-01-30,95.20274241176284,103.13113133064535,95.96889841078658,96.74670728855232,3120370
2024-01-31,95.3169152630578,97.86394908343458,97.09238558961555,97.43193270580285,3425546
2024-02-01,95.86155773051338,100.42430943515075,98.90665257040416,99.25362221474207,4551531
2024-02-02,96.47682020393026,99.63419480548419,94.64881486434044,96.54573268064057,2590287
2024-02-05,93.59460786182512,99.25843215508584,91.84906418520183,93.90238158306853,2744944
2024-02-06,90.68818645681408,93.2090278514564,89.89999852100298,91.69428883182661,1166918
2024-02-07,89.91188481487758,90.91235000358347,87.42281531907037,90.30510437301695,4693090
2024-02-08,86.55454120440571,91.2228193309207,83.84396803564212,87.0176516271217,4939744
2024-02-09,84.52375422178706,86.39026356656326,82.58272543732535,84.82339808648337,1251089
2024-02-12,81.28969385715418,83.66753233248305,81.41181494812025,82.996610979916,4554414
2024-02-13,80.49522415710226,81.99530937966814,79.05594393910594,81.56583867693257,2217530
2024-02-14,83.08644195265263,86.894132379433,82.53511091233172,83.59970082440981,3331085
2024-02-15,84.84241231441901,86.67169955776436,84.17258145301874,85.25868938921968,1168579
2024-02-16,82.79558392137996,84.20977040499439,83.29844540196744,83.4288347442374,3531852
2024-02-19,82.90965039917353,85.96116461753681,82.95603139868852,83.48276039078168,3757358
2024-02-20,84.88379841955731,85.85931959050862,83.57121346056235,85.23832514315981,3093530
2024-02-21,82.87478342384374,90.43378615002244,83.02672112840486,83.08311746767171,1050262
2024-02-22,84.4561067888687,87.37535011738362,80.34973747416036,85.58379076186225,3842703
2024-02-23,83.0539963152733,87.67297966636538,82.10634715222399,84.45091648686049,4090714
2024-02-26,82.60035312445214,87.79934829579048,81.32967501613398,83.37675830627411,3357294
2024-02-27,82.5623489636901,84.30345589932034,83.20037128366987,84.01165546030434,1757787
2024-02-28,83.9162480039607,88.18917003313251,83.0592394956214,85.46668357643584,1192834
2024-02-29,82.90131418638333,88.18329337465245,82.52500905073451,83.95483438671553,1593973
2024-03-01,80.28952978984154,86.94919921476077,80.5093670633463,83.23171017847127,1886195
2024-03-04,82.24364794354908,85.68394177163935,80.54253035850104,84.67089974456397,1684554
2024-03-05,84.79045500345754,90.43317998075858,85.17949642643667,86.07158480324738,1026903
2024-03-06,84.35150256250962,93.3530271786739,88.52107251736884,88.78810394110772,2029517
2024-03-07,87.034499424904,94.60673654718467,86.44928846327234,87.46648237167167,4338495
2024-03-08,90.22765581230038,92.16436238595385,82.91766214341358,90.69297209637526,4021286
2024-03-11,86.36151655932679,89.98047656286425,87.12431196031719,87.21631855779344,2350424
2024-03-12,83.60619038263538,85.88695666253497,82.02717509319982,83.88574954592306,4319444
2024-03-13,83.1042061199209,87.47825654561909,81.340845323059,83.19716963072541,3884474
2024-03-14,81.8644231837573,85.82784620508751,81.32084579806605,83.91654543919068,4101629
2024-03-15,82.89159671365447,87.4709392743031,84.34630057500543,85.8363637294675,4502534
2024-03-18,85.05456404812809,87.03044702659095,84.98188925372969,85.91810769080428,1699205
2024-03-19,77.48964232904213,82.25298517488577,77.40178882464281,81.79475867901809,1867783
2024-03-20,81.59644676650956,84.55553289655586,81.33751745234872,82.3558192950537,2165435
2024-03-21,83.52030720869172,86.1462349066876,82.88204852498383,84.84305286019247,2807187
2024-03-22,80.29478869775713,82.68603460876199,81.10303377321745,81.52877370893404,1667949
2024-03-25,79.49291414284022,82.82241488432318,80.74814683076708,81.15395114396779,3678691
2024-03-26,79.13286963615508,85.33140606564055,79.73053624627691,80.35233725224188,2734753
2024-03-27,74.7612911716524,77.84528913478313,74.13877758043212,76.03902643370647,1809230
2024-03-28,76.80912924727228,84.49584396414882,76.20549398469257,77.97656565115646,1886110
2024-03-29,73.69525619007099,74.66837965315787,74.09817116732005,74.66459175376538,4968423
2024-04-01,77.05763909170571,79.18583414616351,75.77896553120486,78.84370696371457,2762733
2024-04-02,71.26230812856082,77.58741246557418,73.45096659620931,74.72663499828187,1975915
2024-04-03,69.57162106869198,73.1630436510829,71.1302496011159,72.90839222883228,1442846
2024-04-04,73.7251873327478,77.01854424044478,72.59669788467303,75.14965339880129,3230976
2024-04-05,75.62786900094662,79.30234859305168,76.9248340162486,77.11346181519964,2769051
2024-04-08,73.07767886680699,75.09022704336756,74.6643267302012,74.77313100848701,4540929
